file,model,agent_type,reassurance_type,sequence,turn_index,confidence,accuracy,toc_turn,condition
2026-04-17T22-22-07__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep1.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,72.0,1.0,6,jtc / miscalibrated
2026-04-17T22-22-07__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep1.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,82.0,1.0,6,jtc / miscalibrated
2026-04-17T23-19-56__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep1.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-19-56__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep1.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,84.0,1.0,2,jtc / miscalibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
2026-04-17T22-18-45__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep3.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,72.0,1.0,6,jtc / calibrated
2026-04-17T23-28-03__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-03__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,2,58.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-03__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,3,71.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-28-03__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep2.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,4,86.0,1.0,4,nonjtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,2,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,3,50.0,1.0,6,jtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,4,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,5,70.0,1.0,6,jtc / miscalibrated
2026-04-17T22-25-42__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_1__rep10.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_1,6,78.0,1.0,6,jtc / miscalibrated
2026-04-17T22-48-19__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,1,50.0,1.0,4,jtc / calibrated
2026-04-17T22-48-19__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,2,60.0,1.0,4,jtc / calibrated
2026-04-17T22-48-19__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,3,70.0,1.0,4,jtc / calibrated
2026-04-17T22-48-19__x_ai_grok_4_fast__jtc__calibrated__sequence_1__rep5.json,x-ai/grok-4-fast,jtc,calibrated,sequence_1,4,85.0,1.0,4,jtc / calibrated
2026-04-17T22-15-16__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,1,45.0,1.0,5,jtc / calibrated
2026-04-17T22-15-16__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,2,55.0,1.0,5,jtc / calibrated
2026-04-17T22-15-16__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,3,65.0,1.0,5,jtc / calibrated
2026-04-17T22-15-16__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,4,75.0,1.0,5,jtc / calibrated
2026-04-17T22-15-16__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,5,85.0,1.0,5,jtc / calibrated
2026-04-17T23-17-42__openai_gpt_5_4__jtc__calibrated__sequence_1__rep3.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,53.0,1.0,3,jtc / calibrated
2026-04-17T23-17-42__openai_gpt_5_4__jtc__calibrated__sequence_1__rep3.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,68.0,1.0,3,jtc / calibrated
2026-04-17T23-17-42__openai_gpt_5_4__jtc__calibrated__sequence_1__rep3.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,86.0,1.0,3,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,50.0,1.0,6,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,60.0,1.0,6,jtc / calibrated
2026-04-17T22-21-46__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep10.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,68.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,3,65.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,4,75.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,5,82.0,1.0,6,jtc / calibrated
2026-04-17T22-17-05__anthropic_claude_opus_4_6__jtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_1,6,87.0,1.0,6,jtc / calibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,1,10.0,,6,nonjtc / miscalibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,2,25.0,,6,nonjtc / miscalibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,3,35.0,,6,nonjtc / miscalibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,4,45.0,,6,nonjtc / miscalibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,5,55.0,,6,nonjtc / miscalibrated
2026-04-17T23-10-49__x_ai_grok_4_fast__nonjtc__miscalibrated__sequence_1__rep2.json,x-ai/grok-4-fast,nonjtc,miscalibrated,sequence_1,6,65.0,,6,nonjtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,1,45.0,1.0,6,jtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,2,62.0,1.0,6,jtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,3,55.0,1.0,6,jtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,4,60.0,1.0,6,jtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,5,68.0,1.0,6,jtc / miscalibrated
2026-04-17T22-27-22__anthropic_claude_opus_4_6__jtc__miscalibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,miscalibrated,sequence_2,6,72.0,1.0,6,jtc / miscalibrated
2026-04-17T23-22-25__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,1,18.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-25__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,2,34.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-25__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,3,42.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-25__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,4,68.0,1.0,5,nonjtc / calibrated
2026-04-17T23-22-25__openai_gpt_5_4__nonjtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,calibrated,sequence_1,5,84.0,1.0,5,nonjtc / calibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,1,20.0,,6,jtc / miscalibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,2,45.0,,6,jtc / miscalibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,3,35.0,,6,jtc / miscalibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,4,40.0,,6,jtc / miscalibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,5,50.0,,6,jtc / miscalibrated
2026-04-17T22-58-09__x_ai_grok_4_fast__jtc__miscalibrated__sequence_1__rep7.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_1,6,55.0,,6,jtc / miscalibrated
2026-04-17T23-17-50__openai_gpt_5_4__jtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,jtc,calibrated,sequence_1,1,52.0,1.0,3,jtc / calibrated
2026-04-17T23-17-50__openai_gpt_5_4__jtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,jtc,calibrated,sequence_1,2,64.0,1.0,3,jtc / calibrated
2026-04-17T23-17-50__openai_gpt_5_4__jtc__calibrated__sequence_1__rep4.json,openai/gpt-5.4,jtc,calibrated,sequence_1,3,84.0,1.0,3,jtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,1,15.0,1.0,6,nonjtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,3,40.0,1.0,6,nonjtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,4,50.0,1.0,6,nonjtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,5,60.0,1.0,6,nonjtc / calibrated
2026-04-17T22-33-39__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_1__rep9.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_1,6,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,1,10.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,3,35.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,5,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-04-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_1__rep1.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_1,6,85.0,1.0,6,nonjtc / calibrated
2026-04-17T23-19-43__openai_gpt_5_4__jtc__calibrated__sequence_2__rep9.json,openai/gpt-5.4,jtc,calibrated,sequence_2,1,58.0,0.0,2,jtc / calibrated
2026-04-17T23-19-43__openai_gpt_5_4__jtc__calibrated__sequence_2__rep9.json,openai/gpt-5.4,jtc,calibrated,sequence_2,2,68.0,0.0,2,jtc / calibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,1,25.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,2,45.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,3,52.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,4,60.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,5,68.0,1.0,6,nonjtc / miscalibrated
2026-04-17T22-45-18__anthropic_claude_opus_4_6__nonjtc__miscalibrated__sequence_2__rep7.json,anthropic/claude-opus-4.6,nonjtc,miscalibrated,sequence_2,6,74.0,1.0,6,nonjtc / miscalibrated
2026-04-17T23-26-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,2,62.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,3,48.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-26-42__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep5.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,4,83.0,1.0,4,nonjtc / miscalibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,1,15.0,1.0,6,nonjtc / calibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,2,25.0,1.0,6,nonjtc / calibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,3,40.0,1.0,6,nonjtc / calibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
2026-04-17T22-34-52__anthropic_claude_opus_4_6__nonjtc__calibrated__sequence_2__rep2.json,anthropic/claude-opus-4.6,nonjtc,calibrated,sequence_2,6,72.0,1.0,6,nonjtc / calibrated
2026-04-17T23-20-40__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,18.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-40__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep10.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,82.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-21__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep6.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,1,58.0,1.0,2,jtc / miscalibrated
2026-04-17T23-20-21__openai_gpt_5_4__jtc__miscalibrated__sequence_1__rep6.json,openai/gpt-5.4,jtc,miscalibrated,sequence_1,2,84.0,1.0,2,jtc / miscalibrated
2026-04-17T23-26-32__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,1,20.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-26-32__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,2,58.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-26-32__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,3,45.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-26-32__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,4,72.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-26-32__openai_gpt_5_4__nonjtc__miscalibrated__sequence_1__rep4.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_1,5,88.0,1.0,5,nonjtc / miscalibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,1,50.0,1.0,6,nonjtc / calibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,2,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,3,60.0,1.0,6,nonjtc / calibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,4,65.0,1.0,6,nonjtc / calibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,5,70.0,1.0,6,nonjtc / calibrated
2026-04-17T23-09-12__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep7.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,6,75.0,1.0,6,nonjtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,1,45.0,1.0,6,jtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,2,55.0,1.0,6,jtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,3,45.0,1.0,6,jtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,4,55.0,1.0,6,jtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,5,65.0,1.0,6,jtc / calibrated
2026-04-17T22-19-10__anthropic_claude_opus_4_6__jtc__calibrated__sequence_2__rep4.json,anthropic/claude-opus-4.6,jtc,calibrated,sequence_2,6,72.0,1.0,6,jtc / calibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,1,40.0,1.0,6,jtc / miscalibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,2,50.0,1.0,6,jtc / miscalibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,3,55.0,1.0,6,jtc / miscalibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,4,65.0,1.0,6,jtc / miscalibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,5,70.0,1.0,6,jtc / miscalibrated
2026-04-17T23-00-55__x_ai_grok_4_fast__jtc__miscalibrated__sequence_2__rep3.json,x-ai/grok-4-fast,jtc,miscalibrated,sequence_2,6,75.0,1.0,6,jtc / miscalibrated
2026-04-17T23-29-15__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep9.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,1,18.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-29-15__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep9.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,2,32.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-29-15__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep9.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,3,62.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-29-15__openai_gpt_5_4__nonjtc__miscalibrated__sequence_2__rep9.json,openai/gpt-5.4,nonjtc,miscalibrated,sequence_2,4,84.0,1.0,4,nonjtc / miscalibrated
2026-04-17T23-08-35__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,1,20.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-35__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,2,35.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-35__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,3,40.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-35__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,4,55.0,1.0,6,nonjtc / calibrated
2026-04-17T23-08-35__x_ai_grok_4_fast__nonjtc__calibrated__sequence_2__rep5.json,x-ai/grok-4-fast,nonjtc,calibrated,sequence_2,5,65.0,1.0,6,nonjtc / calibrated
